"Rank","Expert Name","QB","RB","WR","TE","K","DST","IDP"
"150","Dave McKay - The Fantasy Sports Brain","146","168","62","152","84","49","-"
"151","Huseyin Aksu - Fantasy Couch","154","135","153","120","13","20","-"
"152","Michael Beller - The Athletic","58","176","177","6","-","-","-"
"153","Bill Enright - Sports Illustrated","172","160","107","103","117","71","-"
"154","Kevin Roberts - Breaking Football","23","172","170","138","50","95","-"
"155","Site Rankings - Gridiron Experts","189","92","127","166","-","-","-"
"156","Brandon Murchison - RotoBaller","193","80","130","143","39","102","-"
"157","Jordan Rains - The IDP Army","22","189","119","167","124","38","5"
"158","Matt Camp - Bleacher Report","188","184","9","137","3","21","-"
"159","Ellis Johnson - Rotoballer","158","126","155","169","-","-","-"
"160","Matthew Bowe - Razzball","89","74","181","195","-","-","-"
"161","Nick Humphreys - Fantasy Victors","153","128","176","122","77","47","-"
"162","Wayne Bretsky - BretskyBall","175","175","54","159","100","106","-"
"163","Michelle Magdziuk - BallBlast Podcast","176","36","190","170","56","13","-"
"164","Ryan Hodge  - FantasyLabs","117","173","161","110","-","-","-"
"165","Robby Jeffries - The Fantasy Authority","96","153","165","168","-","-","-"
"166","Adam Murfet - 5 Yard Rush","16","198","43","173","114","61","24"
"167","Mike Alexander - Friends With Fantasy Benefits","145","144","166","148","-","139","-"
"168","Adrian Alpanseque - Estadio Fantasy","147","151","125","191","-","134","-"
"169","Brendan Tuma - Underdog Fantasy","128","197","90","19","108","132","-"
"170","Tal Malachovsky - The Fantasy Scout","131","143","178","146","37","72","-"
"171","Dalton Del Don - Yahoo","194","35","132","180","52","66","-"
"172","Richard King - King Fantasy Sports","63","177","187","116","103","123","-"
"173","Matt Okada - 4for4.com","40","194","135","160","-","-","-"
"174","Lawrence Jackson - Fantasy Football Lord","85","158","174","178","-","-","-"
"175","Jeff Greenwood - The Fantasy Footballers","155","180","142","153","109","122","-"
"176","Daniel Mader - Fantasy Football Advice Network","119","87","197","117","32","11","-"
"177","Brad Evans - Bally Sports","87","179","182","134","-","-","-"
"178","Kate Magdziuk - Yahoo","11","163","195","190","-","36","-"
"179","Mike Randle - FTN","134","174","157","187","-","-","-"
"180","Alex Godshall - Hooyah Sports","4","154","198","194","-","-","-"
"181","Rich Piazza - Fantasy Shed","183","159","192","97","33","56","-"
"182","Tyler Orginski - JWB Fantasy Football","142","181","167","182","-","-","-"
"183","Anthony Amico - In the Aggregate","192","185","175","28","58","77","-"
"184","Jonathan Hays - Fantasy Foresight","50","193","95","198","-","127","-"
"185","Muntradamus - Beast Dome","187","166","194","96","80","118","25"
"186","Ben Rolfe - Pro Football Network","168","195","163","141","-","-","-"
"187","Mark Ringo - Sleepers and Busts","27","186","193","196","45","26","-"
"188","Kyle Richardson - The Fantasy Headliners","191","178","191","155","-","31","28"
"189","Chris Dell - Betting Predators","195","156","185","161","46","83","-"
"190","Raju Byfield - WinMyFantasyLeague","150","148","199","197","-","-","22"
"191","Dave Kluge - Footballguys","185","196","196","175","92","86","-"
"-","Ryan Sitzmann - The IDP Guru","-","-","-","-","-","-","1"
"-","Site Rankings - 4for4","-","-","-","-","-","-","20"
"-","Justin Varnes - Fantasy Points","-","191","101","64","-","-","26"
"-","Mike Monk - IDP Monk","-","-","-","-","-","-","13"
"-","Site Rankings - FFToday","121","-","-","-","83","39","29"
"-","Walton Spurlin - FantasyPros","-","190","137","69","-","-","32"
"-","Jamey Eisenberg - CBS Sports","106","-","-","-","9","6","-"
"-","Dave Richard - CBS Sports","125","-","-","-","7","18","-"
"-","Walter Cherepinsky - Walter Football","127","-","-","-","121","116","-"
"-","Mike Barner - Awesemo","-","19","168","20","-","-","-"
"-","Doug Orth - FFToday","-","23","69","18","-","-","-"
"-","Kyle Dvorchak - Awesemo","-","108","129","127","-","-","-"
"-","Thor Akerley - Fantasy Team Advice","-","122","111","192","-","-","-"
"-","Kevin English - Draft Sharks","-","141","30","11","-","-","-"
"-","M. Starks Powell - New Life Fantasy","-","192","91","-","-","-","-"
""
""
